Breakfast,Lunch,Dinner,Combined Ingredients,Total Energy (Kcal),Total Protein (g),Total Fat (g),Total Carbohydrates (g),Total Magnesium (mg),Total Sodium (mg),Total Potassium (mg),Total Saturated Fatty Acids (mg),Total Monounsaturated Fatty Acids (mg),Total Polyunsaturated Fatty Acids (mg),Total Free Sugar (g),Total Starch (g)
Kurakkan Roti with Lunu Miris,"Chicken Fried Rice with Wambatu Moju, Cashew Curry, Ginger Chicken",Roast Bread with Sprats Fry," Chili, Rice,  sugar,  Ginger,  onion, curry leaves,  Chillies, leeks,  Chicken, Eggplant,  Flour, Spices, Cashew, Onion,  Vinegar, Lime,  Oil, Millet,  Coconut milk, tomato sause, Flour,  carrot,  Salt",2613.1,94.42200000000001,130.227,249.994,1072.184,224.208,5554.1,11783.814,41078.477000000006,13227.681,17.791,206.12800000000001
"Red Rice with Chicken Curry, Fish Curry, Ash Plantain Curry","Red Rice with Sweet Corn Curry, Ulundu Wade, Dhal Vade, Maalu Badun, Tropical Salad",Roast Bread with Indian Fish Curry," Pineapple,  sugar,  Apple, Mango, curry leaves,  Chillies, Lentils,  flour, Fish, Ash plantain, Sweet corn, Chicken,  Oil,  Carrot,  Cucumber,  Coconut milk,  Spices, Red rice, Urad, Flour",2615.7,86.527,205.182,184.105,494.61799999999994,185.13299999999998,3496.0,41705.534,9318.485,4362.311000000001,19.73,123.436
"Red Rice with Beetroot Curry, Snake Gourd Curry, Devilled Beef, Indian Fish Curry","Red Rice with Chicken Curry, Devilled Fish, Vegetable Cutlets","Vegetable Biryani with Chicken Curry, Devilled Fish, Ginger Chicken, Ginger Chicken"," chillies,  Chili, Rice,  Ginger, Carrot, onion, curry leaves,  Chillies, leeks,  Potatoes, Snake gourd, Fish, Beef, Beetroot, Onion, Chicken,  Oil,  Coconut milk,  Spices,  Curry leaves, Red rice,  carrot",2621.6,120.54,210.728,214.93400000000003,1504.63,372.59799999999996,7874.4,84442.448,29942.676,10242.07,27.528,162.738
"Red Rice with Octopus Curry, Murukku, Polos Mallum","Vegetable Fried Rice with Chicken Curry, Green Pea Curry, Ginger Chicken","Red Rice with Devilled Chicken, Okra Curry, Carrot Sambol, Tropical Salad"," Chili, Rice,  pepper,  Pineapple,  Ginger, Green pea,  Apple,  Coconut, Octopus, Carrot, Mango, onion, carrot,  Chillies, curry leaves, leeks, flour,  oil, Okra, Onion, Jackfruit, Chicken,  Cucumber,  Coconut milk,  Spices,  Curry leaves, Red rice",2622.0,121.54599999999999,169.176,270.44,1294.4279999999999,385.158,7742.599999999999,65138.340000000004,18400.186,8686.39,35.696,208.002
"Red Rice with Dhal Curry, Ala Badun, Soya Meat Curry","Red Rice with Octopus Curry, Gotu Kola Sambol, Sinhala Achcharu","Red Rice with Ala Badun, Mustard Greens Curry, Carrot curry, Tender Jackfruit Fry","Potato,  chillies, chilli, Mustard greens,  Coconut, Termeric powder, Octopus, Carrot, Dhal, onion,  Chillies, curry leaves, Gotu Kola,  Onion,  Vinegar, Jackfruit,  Oil,  Coconut milk,  Spices, Red rice, Soya meat",2624.3999999999996,62.296,223.95600000000002,191.384,990.864,303.568,6172.799999999999,54750.076,17326.336,7602.072,17.112000000000002,149.74
String Hoppers with Kiri Hodi,"Red Rice with Kohila Curry, Fenugreek Curry, Polos Mallum","Vegetable Fried Rice with Chicken Curry, Devilled Fish, Fish Cutlets, Vegetable Cutlets","Kohila, Fenugreek,  Chili, Rice,  Coconut, onion, carrot,  Chillies, curry leaves, leeks,  Potatoes,  oil, Fish, Coconut milk, Jackfruit, Chicken,  Coconut milk,  Spices, Red rice, Rice flour",2625.2,114.7045,221.70350000000002,241.62099999999998,1099.9315000000001,323.77,6460.532,102637.9,22043.163999999997,9434.954,28.7135,190.3275
"Red Rice with Drumstick Curry, Bitter Gourd Salad, Devilled Beef","Fish Biryani with Chicken Curry, Devilled Chicken, Devilled Fish","Red Rice with Eggplant Curry, Chicken Curry, Ginger Chicken, Coconut Sambol, Seeni Sambol"," chillies,  Chili, Rice, Drumstick,  Ginger,  Fish, Bitter gourd, onion, curry leaves,  Chillies, Eggplant, Beef,  Onion, Chicken,  Oil,  Sugar,  Coconut milk,  Spices, Red rice",2627.2,106.08000000000001,207.532,241.78000000000003,1303.0320000000002,228.14000000000001,6881.4,83373.022,29513.546000000002,9072.746,61.036,156.65200000000002
"Red Rice with Sweet Corn Curry, Radish Sambol, Polos Mallum, Kiri Hodi",Roast Bread with Polos Ambula,Seafood Fried Rice with Ginger Chicken," chillies,  pepper, Rice, Radish,  Oninon,  sugar,  Ginger,  Coconut,  coconut milk,  Chillies, curry leaves,  oil, Spices, Sweet corn, shrimp, Jackfruit, Chicken,  Oil,  Coconut milk, Red rice, crab, Flour",2629.2,113.902,181.33800000000002,208.382,1050.815,461.512,5683.4,42513.29,16159.445,6494.613,22.945,170.442
"Red Rice with Gotu Kola Sambol, Coriander Sambol, Shrimp Cutlets","Red Rice with Green Pea Curry, Dhal Vade, Kiri Hodi, Tropical Salad, Polos Ambula","Red Rice with Beetroot Curry, Elumas Curry, Okra Curry, Mango Chutney, Sprats Fry"," pepper,  Pineapple,  sugar, Dried fish,  Apple, Green pea,  Coconut, Mango, Shrimp,  Chillies, curry leaves,  Potatoes, Lentils,  flour, Gotu Kola, Okra, Goat, Beetroot, Coriander,  curry leaves,  Onion, Coconut milk,  Vinegar, Jackfruit,  Oil,  Carrot,  Cucumber,  Coconut milk,  Spices, Red rice",2629.2000000000003,83.136,178.28,274.38,912.492,213.528,5903.6,54737.78,14382.243999999999,6309.816000000001,71.128,186.05200000000002
"Red Rice with Mango Chutney, Simmered Fish Roe, Polos Ambula","Red Rice with Chicken Curry, Bathala Curry, Polos Mallum, Kappa Masala",Seafood Fried Rice with Vegetable Balls," chillies, Rice,  pepper,  Oninon,  sugar, Sweet potato,  coconut milk, Mango, Carrot,  leeks, curry leaves,  Potatoes,  flour, Fish,  oil, Spices, Cassava,  curry leaves, shrimp,  Vinegar, Jackfruit, Chicken,  Oil,  Jackfruit,  Coconut milk,  Spices, Red rice, crab",2632.4,133.14,133.982,283.86,1232.054,4815.918,6010.6,40719.262,22063.408,8160.042,69.916,188.856
String Hoppers with Kochchi Sambol,Seafood Fried Rice with Octopus Curry,String Hoppers with Spicy Crab,"Octopus,  chillies, Spices,  Oil, Rice, crab,  Coconut milk, Crab, curry leaves,  Oninon,  Chillies, Green chili,  Coconut, Rice flour, shrimp",2633.0,112.1285,165.075,243.0915,960.649,889.5515,4474.1140000000005,40087.5815,15033.548999999999,6372.6695,15.651499999999999,215.515
"Red Rice with Green Gram Curry, Soya Meat Curry, Mint Sambol, Jaffna Crab Curry","Red Rice with Soya Meat Curry, Dry Fish Curry, Vegetable Cutlets, Pumpkin curry, Chickpea Salad","Red Rice with Parippu, Pumpkin Leaves Curry, Beef Curry, Kappa Masala"," chillies, Chickpeas,  pepper,  Coconut, Dry fish, Termeric powder, Carrot, Dhal,  Chillies, curry leaves,  Potatoes, Beef, Crab, Cassava, Mint, Pumpkin, Pumpkin leaves,  Coconut milk,  Cabbage,  Spices, Green gram, Red rice, Soya meat",2634.0,93.328,189.688,244.74400000000003,996.8599999999999,391.004,6595.599999999999,56354.144,18125.568,8869.936,16.727999999999998,158.144
Roast Bread with Seer Fish Curry,"Fish Biryani with Devilled Chicken, Ginger Chicken, Chickpea Salad, Ginger Chicken","Red Rice with Carrot Curry, Ash Plantain Curry, Murukku","Chickpeas,  Chili, Rice,  sugar,  Fish,  Ginger, Carrot, onion, curry leaves,  Chillies, flour, Ash plantain, Seer fish, Chicken,  Oil,  Carrot,  Coconut milk,  Cabbage,  Spices, Red rice, Flour",2637.4,95.704,160.723,228.01799999999997,1050.4560000000001,252.24300000000002,5808.2,22325.232,18807.799,7532.871,20.817,163.07
"Red Rice with Devilled Fish, Brinjal Moju, Gotu Kola Sambol, Sprats Fry",Egg Fried Rice with Chicken Curry,String Hoppers with Kochchi Sambol," Chili, Rice, Dried fish,  Coconut,  onion, curry leaves, leeks, Eggplant, Gotu Kola, Fish,  Egg, carrort, Green chili, Onion,  Vinegar, Chicken,  Oil,  Coconut milk,  Spices,  Curry leaves, Red rice, Rice flour",2639.75,108.97449999999999,230.7815,233.93349999999998,1101.233,432.433,6272.8820000000005,105050.18000000001,26296.735,9920.114,24.6075,188.8715
"Red Rice with Bean Curry, Coconut Sambol, Beetroot curry","Red Rice with Cashew Curry, Lotus Root Curry, Radish Sambol, Mango Chutney, Maalu Badun",Chicken Fried Rice with Wambatu Moju," chillies,  Chili,  pepper, Rice, Radish, Beans,  sugar,  Coconut, Mango,  onion, curry leaves,  Chillies, leeks,  Chicken, Eggplant, Fish, Spices, Beetroot,  Onion, Cashew, Lotus root,  Vinegar,  Oil,  Coconut milk,  Spices, Red rice, tomato sause,  carrot",2640.4,102.22200000000001,151.944,271.582,1319.424,301.352,7200.4,42421.520000000004,31568.944,11102.202000000001,63.364000000000004,186.728
"Red Rice with Dhal Curry, Beef Curry, Indian Fish Curry",Egg Fried Rice with Chicken Curry,"Red Rice with Potato Curry, Banana Blossom Curry, Pumpkin Leaves Curry, Ginger Chicken, Jackfruit Mallum","Potato, Rice, Turmeric Powder,  Ginger, Termeric powder, Banana blossom, Dhal,  onion,  Chillies, curry leaves, leeks, Fish, Beef,  Egg, carrort, Pumpkin leaves, Jackfruit, Chicken,  Coconut milk,  Spices, Red rice",2642.6000000000004,142.718,185.05599999999998,256.87399999999997,1474.52,491.922,8735.800000000001,88734.632,35134.602,12134.789999999999,25.363999999999997,203.76
"Red Rice with Ash Plantain Curry, Ginger Chicken, Dry Fish Curry, potatoe cheese Balls, Devilled Beef","Red Rice with Bathala Curry, Bitter Gourd Salad, Devilled Beef, Indian Fish Curry","Red Rice with Sweet Corn Curry, Pumpkin Leaves Curry, Radish Sambol"," chillies,  pepper, Radish, Sweet potato,  Ginger,  Coconut, Dry fish, Bitter gourd,  Chillies, curry leaves,  Potatoes, Fish, Ash plantain, Beef, Sweet corn, Pumpkin leaves,  Onion, cheese, Chicken,  Oil,  Coconut milk,  Spices, Red rice",2648.4,88.644,232.308,158.916,595.124,734.824,4348.4,57583.276,13371.056,5293.164,13.280000000000001,122.276
"Red Rice with Bitter Gourd Curry, Bottle Gourd Curry, Seer Fish Curry, Prawn Curry, Indian Fish Curry","Red Rice with Jackfruit Curry, Pineapple Curry, Bitter Leaf Curry, Ulundu Wade, Jackfruit Mallum","Vegetable Fried Rice with Chicken Curry, Chicken Curry, Green Pea Curry, Vegetable Cutlets, Ginger Chicken","Rice, Bitter leaves, Bottle gourd,  Ginger, Green pea, Bitter gourd, onion, carrot,  Chillies, curry leaves, leeks,  Potatoes, Prawn,  flour, Fish, Seer fish, Jackfruit, Chicken,  Oil,  Coconut milk,  Spices, Red rice, Urad, Pineapple",2648.8,147.28199999999998,167.95600000000002,290.348,1592.704,403.378,9089.4,84183.076,28731.282,11052.838,29.672,209.33
Roast Bread with Malu Mirisata,"Red Rice with Beetroot Curry, Spinach Curry, Cucumber Sambol, Pineapple Pickle, Devilled Beef",Seafood Fried Rice with Devilled Chicken," chillies,  Chili, Cucumber,  pepper, Rice,  Oninon,  sugar, curry leaves, Fish, Spices, Beef, Beetroot, Spinach, Onion, shrimp, Chicken,  Oil,  Coconut milk,  Spices,  Curry leaves, Red rice, crab, Flour, Pineapple",2651.5,135.05599999999998,159.537,193.257,1214.087,568.67,6189.6,22557.234,19630.485,7183.133,20.543,160.434
"Red Rice with Carrot curry, Batu Moju, Tender Jackfruit Fry","Red Rice with Cashew Curry, Lotus Root Curry, Radish Sambol, Mango Chutney, Maalu Badun","Red Rice with Pumpkin Leaves Curry, Cucumber Sambol, Beetroot curry, Sprats Fry"," chillies, Cucumber,  pepper, Radish,  sugar, Dried fish,  Coconut,  garlic, Carrot, Mango, curry leaves,  Chillies, Eggplant, Fish, Beetroot, Pumpkin leaves, Cashew, Lotus root,  Vinegar, Jackfruit,  Oil,  Coconut milk, Red rice",2653.6000000000004,63.58,222.47199999999998,207.036,598.4359999999999,180.24,4257.2,57150.119999999995,17174.088,7304.72,60.93600000000001,130.92000000000002
"Red Rice with Beetroot Curry, Carrot Curry, Okra Curry, Fish Cutlets","Vegetable Fried Rice with Devilled Chicken, Cashew Curry, Green Pea Curry, Vegetable Balls",Vegetable Kottu with Devilled Fish," Chili, Rice,  pepper, Green pea, Carrot,  leeks, onion, carrot, curry leaves,  Chillies, leeks,  Potatoes, Fish, Okra, Beetroot, Cashew, Onion, Chicken,  Jackfruit,  Carrot,  Coconut milk,  Spices,  Curry leaves, Red rice,  Chilli, Flour",2656.7000000000003,135.306,114.729,291.236,1714.7440000000001,340.333,8361.3,30080.421,46818.611,15856.795,22.597,247.038
"Red Rice with Dhal Curry, Bitter Gourd Salad, Kochchi Sambol",Chicken Fried Rice with Cashew Curry,"Red Rice with Bitter Gourd Curry, Spinach Curry, potatoe cheese Balls","Rice,  pepper, Termeric powder, Dhal,  onion, Bitter gourd, curry leaves,  Chillies, leeks,  Chicken,  Potatoes, Spices, Spinach, Green chili,  Onion, Cashew, cheese,  Coconut milk,  Spices, Red rice,  carrot",2660.4,116.666,155.986,259.924,1510.54,800.644,7692.2,47075.984000000004,52465.614,15652.342,19.651999999999997,211.174
"Red Rice with Gotu Kola Sambol, Bitter Gourd Curry, Gotu Kola Sambol, Dhal Vade","Red Rice with Beetroot Curry, Ash Plantain Curry, Ulundu Wade, Gotu Kola Sambol, Cauliflower Pickle","Red Rice with Thalapath Fish Curry, Carrot curry, Pineapple Pickle"," Garlic, Cauliflower,  chillies,  pepper,  Coconut, Carrot, Bitter gourd, curry leaves,  Chillies,  flour, Lentils, Gotu Kola, Ash plantain, Thalapath fish, Beetroot,  chillie,  Onion,  Oil,  Coconut milk,  Spices, Red rice, Urad, Pineapple",2660.7999999999997,72.32,223.81599999999997,191.524,943.8999999999999,235.652,5276.0,54730.844000000005,18360.216,6310.356,22.544,128.548
"Red Rice with Ash Plantain Curry, Ginger Chicken, Dry Fish Curry, potatoe cheese Balls, Devilled Beef","Red Rice with Thalapath Fish Curry, Dry Fish Curry, Gotu Kola Sambol, Cucumber Sambol, Shrimp Cutlets","Red Rice with Thalapath Fish Curry, Dry Fish Curry, Gotu Kola Sambol, Cucumber Sambol, Shrimp Cutlets","Cucumber,  pepper,  Ginger, Dry fish, Shrimp,  Chillies,  Potatoes,  flour, Gotu Kola, Ash plantain, Thalapath fish, Beef,  Onion, cheese, Chicken,  Oil,  Coconut milk,  Spices, Red rice",2664.0,124.028,197.54399999999998,202.916,726.508,828.476,4848.8,57717.223999999995,16660.68,5953.487999999999,17.396,165.77200000000002
"Red Rice with Gotu Kola Sambol, Bitter Gourd Curry, Gotu Kola Sambol, Dhal Vade","Red Rice with Bottle Gourd Curry, Ulundu Wade, Cauliflower Pickle","Red Rice with Beetroot Curry, Banana Blossom Curry, potatoe cheese Balls, Spicy Crab"," Garlic, Cauliflower,  chillies,  pepper, Bottle gourd,  Coconut, Banana blossom, Bitter gourd,  Chillies, curry leaves,  Potatoes,  flour, Lentils, Gotu Kola, Crab, Beetroot,  chillie,  Onion, cheese,  Oil,  Coconut milk,  Spices, Red rice, Urad",2667.6,71.124,226.88,190.77999999999997,695.7919999999999,791.252,4189.2,53838.412,13831.044000000002,4975.224,16.952,129.828
"Red Rice with Chicken Curry, Bathala Curry, Cabbage Mallung, Okra Curry, Tender Jackfruit Fry","Vegetable Biryani with Chicken Curry, Chicken Curry, Chickpea Salad","Red Rice with Eggplant Curry, Bitter Leaf Curry, Fish Cutlets, Indian Fish Curry","Chickpeas, Rice, Bitter leaves, Sweet potato, Cabbage, onion, curry leaves,  Chillies, leeks, Eggplant,  Potatoes, Fish, Okra, Jackfruit, Chicken,  Oil,  Coconut milk,  Cabbage,  Spices, Red rice,  carrot",2670.4,115.97,208.45999999999998,239.034,1344.064,322.22399999999993,7265.2,82877.70199999999,28532.496,9148.288,30.094,164.43200000000002
"Red Rice with Thalapath Fish Curry, Fish Patties, Sinhala Achcharu, Shrimp Cutlets","Red Rice with Drumstick Curry, Seeni Sambol, Sinhala Achcharu, Sprats Fry",Seafood Fried Rice with Chicken Curry," chillii, Rice, Drumstick,  Oninon, Dried fish, Carrot,  onion, Shrimp, curry leaves,  green chillies,  Potatoes,  flour, Fish, Spices, Thalapath fish, Onion, shrimp,  Vinegar, Chicken,  Oil,  Sugar,  Coconut milk,  Spices, Red rice, crab,  Flour",2674.0,147.122,140.524,262.51599999999996,1263.554,581.986,6436.2,39858.488000000005,24805.408000000003,8400.686,62.830000000000005,186.832
"Red Rice with Soya Meat Curry, Dry Fish Curry, Vegetable Cutlets, Pumpkin curry, Chickpea Salad","Red Rice with Cabbage Mallung, Carrot Curry, Okra Curry, Tapioca Chips","Vegetable Fried Rice with Chicken Curry, Devilled Fish, Fish Cutlets, Vegetable Cutlets"," chillies, Chickpeas,  Chili, Rice, Cabbage,  Coconut, Dry fish, Carrot, onion, carrot,  Chillies, curry leaves, leeks,  Potatoes, Fish, Tapioca, Okra, Pumpkin, Chicken,  Oil,  Coconut milk,  Cabbage,  Spices, Red rice, Soya meat,  Salt",2674.4,123.03800000000001,207.332,235.18,1422.28,468.29400000000004,8064.4,84226.264,28011.541999999998,10991.07,29.444,172.392
"Red Rice with Sweet Corn Curry, Mango Chutney, Kiri Hodi, Polos Ambula, Ginger Chicken","Chicken Biryani with Chicken Curry, Devilled Fish, Chickpea Salad","Red Rice with Beetroot Curry, Egg Curry, Capsicum Curry, Tapioca Chips, Seeni Sambol","Chickpeas,  Chili, Rice,  sugar,  Ginger, Mango,  onion,  Chillies, curry leaves,  Chicken, Fish, Tapioca, Capsicum, Beetroot, Sweet corn, Egg,  curry leaves, Onion, Coconut milk,  Vinegar, Jackfruit, Chicken,  Oil,  Carrot,  Sugar,  Coconut milk,  Cabbage,  Spices, Red rice,  Salt",2674.6000000000004,120.14600000000002,167.668,328.432,1355.894,485.84799999999996,7463.0,83719.19,26274.028,9712.416000000001,114.558,166.304
"Red Rice with Beetroot Curry, Devilled Fish, Ulundu Wade",Vegetable Fried Rice with Vegetable Balls,"Vegetable Biryani with Chicken Curry, Chicken Curry, Chickpea Salad","Chickpeas,  Chili, Rice,  pepper,  leeks, onion, carrot, curry leaves, leeks,  Potatoes,  flour, Fish, Beetroot, Onion, Chicken,  Oil,  Jackfruit,  Coconut milk,  Cabbage,  Spices, Red rice, Urad,  carrot",2675.2,126.01400000000001,151.542,315.31399999999996,1765.084,397.736,8566.8,65997.158,32955.373999999996,10737.158,32.3,213.272
"Red Rice with Ash Plantain Curry, Jaffna Crab Curry, Capsicum Curry","Red Rice with Drumstick Curry, Seeni Sambol, Sinhala Achcharu, Sprats Fry",Seafood Fried Rice with Devilled Chicken," chillii,  Chili, Rice, Drumstick,  Oninon, Dried fish, Carrot,  Chillies, curry leaves, Spices, Ash plantain, Crab, Onion, shrimp,  Vinegar, Chicken,  Oil,  Sugar,  Coconut milk,  Spices,  Curry leaves, Red rice, crab",2679.4,119.062,172.40400000000002,225.358,1101.0,627.758,5666.4,38932.564000000006,20228.164,7308.806,58.726000000000006,153.11599999999999
"Red Rice with Thalapath Fish Curry, Dry Fish Curry, Gotu Kola Sambol, Cucumber Sambol, Shrimp Cutlets","Vegetable Fried Rice with Chicken Curry, Devilled Fish, Fish Cutlets, Tapioca Chips, Vegetable Balls","Red Rice with Sweet Corn Curry, Mango Chutney, Kiri Hodi, Polos Ambula, Ginger Chicken","Cucumber,  Chili,  pepper, Rice,  sugar,  Ginger, Dry fish, Mango,  leeks, Shrimp, onion, carrot,  Chillies, curry leaves, leeks,  Potatoes,  flour, Gotu Kola, Fish, Tapioca, Thalapath fish, Sweet corn,  curry leaves,  Onion, Coconut milk,  Vinegar, Jackfruit, Chicken,  Oil,  Jackfruit,  Coconut milk,  Spices, Red rice",2682.4,145.246,165.706,306.664,1352.982,435.56800000000004,8110.0,85000.76199999999,25545.614,10005.081999999999,72.05000000000001,209.252
Roast Bread with Parippu,"Red Rice with Thalapath Fish Curry, Fish Patties, Sinhala Achcharu, Shrimp Cutlets",Chicken Fried Rice with Vegetable Cutlets,"Rice,  sugar, Carrot, Dhal,  onion, Shrimp, curry leaves,  Chillies, leeks,  Chicken,  green chillies,  Potatoes,  flour, Fish, Spices, Thalapath fish,  Vinegar,  Oil,  Coconut milk,  Spices, Red rice, Flour,  carrot,  Flour",2683.8,119.854,150.983,279.75300000000004,1191.4969999999998,285.986,7265.7,44057.420000000006,20600.817000000003,8415.641,21.565,236.244
Coconut Roti with Fish Ambul Thiyal,"Chicken Fried Rice with Green Pea Curry, Ginger Chicken, Tapioca Chips",Chicken Koththu with Chicken Curry,"Rice,  Ginger, Green pea,  Goraka, Coconut,  onion, curry leaves,  Chillies, leeks,  Chicken, Fish, Tapioca,  Flour, Spices,  Egg,  Oil,  Carrot,  Coconut milk,  Spices, Flour,  carrot,  Salt",2685.0,137.851,142.555,298.586,1513.4350000000002,509.977,8683.476,56544.538,33164.492,11937.442,26.933999999999997,242.807
"Red Rice with Fish Ambul Thiyal, Lotus Root Curry, Fish Curry, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Tapioca Chips, Ginger Chicken","Red Rice with Beetroot Curry, Egg Curry, Capsicum Curry, Tapioca Chips, Seeni Sambol","Rice,  Ginger,  Goraka, onion, carrot,  Chillies, curry leaves, leeks, Fish, Tapioca, Capsicum, Beetroot, Egg, Onion, Lotus root, Chicken,  Oil,  Sugar,  Coconut milk,  Spices, Red rice,  Salt",2687.2,128.896,176.592,298.81,1733.51,624.174,9346.0,85563.318,30682.847999999998,12533.826000000001,71.324,197.174
